,Gn,mean,std,percentile_rank
14895,SLC34A1,3.965,0.0,17.054549283909015
14961,SLC41A1,3.964,0.0,17.041385846672284
705,ANKRD31,3.964,0.0,17.041385846672284
8810,LRRC10,3.964,0.0,17.041385846672284
11649,PCDHA9,3.964,0.0,17.041385846672284
1187,ATF7IP2,3.963,0.0,17.025589721988204
2779,CDRT4,3.963,0.0,17.025589721988204
8784,LRGUK,3.96,0.0,17.017691659646168
17756,USP49,3.959,0.0,17.009793597304128
170,ACOXL,3.959,0.0,17.009793597304128
3083,CHST7,3.957,0.0,17.001895534962088
4989,EPHB1,3.956,0.0,16.991364785172706
5553,FCAR,3.956,0.0,16.991364785172706
7866,KAZN,3.956,0.0,16.991364785172706
15729,STC2,3.954,0.0,16.978201347935972
14016,RTL10,3.954,0.0,16.978201347935972
16583,TMEFF2,3.951,0.0,16.970303285593936
9907,MTHFD2L,3.949,0.0,16.962405223251896
156,ACOD1,3.949,0.0,16.962405223251896
6957,HEY1,3.948,0.0,16.95187447346251
17252,TSLP,3.948,0.0,16.95187447346251
1506,BEND2,3.947,0.0,16.94397641112047
5071,ERV3-1,3.946,0.0,16.936078348778434
9361,MEI1,3.946,0.0,16.936078348778434
17974,WDPCP,3.945,0.0,16.928180286436394
7341,IFFO2,3.943,0.0,16.9229149115417
16515,TLL2,3.94,0.0,16.91764953664701
4338,DMRTC2,3.939,0.0,16.912384161752318
11348,OR9A4,3.938,0.0,16.899220724515583
9842,MSR1,3.938,0.0,16.899220724515583
4317,DLX6,3.938,0.0,16.899220724515583
13638,RIN2,3.938,0.0,16.899220724515583
9717,MROH7,3.932,0.0,16.88342459983151
9718,MROH7-TTC4,3.932,0.0,16.88342459983151
11679,PCDHGB1,3.93,0.0,16.87289385004212
6277,GLRA1,3.93,0.0,16.87289385004212
14236,SCN5A,3.928,0.0,16.864995787700085
11723,PCSK5,3.925,0.0,16.85973041280539
5054,ERICH6,3.922,0.0,16.851832350463354
2027,C7orf31,3.922,0.0,16.851832350463354
18264,ZC3H12C,3.92,0.0,16.843934288121314
2122,CACNB4,3.919,0.0,16.836036225779274
12478,PPEF1,3.919,0.0,16.836036225779274
1444,BBS12,3.917,0.0,16.828138163437238
18294,ZCWPW2,3.913,0.0,16.822872788542544
8223,KLRF1,3.911,0.0,16.814974726200504
18527,ZNF3,3.911,0.0,16.814974726200504
2228,CARF,3.91,0.0,16.807076663858467
15504,SPO11,3.907,0.0,16.801811288963776
1745,C11orf45,3.905,0.0,16.793913226621733
2938,CFAP58,3.905,0.0,16.793913226621733
2730,CDK14,3.903,0.0,16.786015164279696
7959,KCNQ2,3.9,0.0,16.772851727042966
14686,SLA,3.9,0.0,16.772851727042966
16852,TMTC4,3.9,0.0,16.772851727042966
12135,PLA2G2D,3.9,0.0,16.772851727042966
3547,CPO,3.897,0.0,16.759688289806235
9538,MKNK2,3.896,0.0,16.751790227464195
3154,CLCN4,3.896,0.0,16.751790227464195
3567,CPXM2,3.894,0.0,16.74389216512216
12483,PPFIA4,3.893,0.0,16.738626790227464
5781,FOXD4L3,3.891,0.0,16.73336141533277
2434,CCDC73,3.889,0.0,16.72809604043808
6646,GSDMC,3.886,0.0,16.722830665543388
3568,CPZ,3.885,0.0,16.717565290648693
15464,SPEM2,3.884,0.0,16.712299915754
18240,ZBTB42,3.883,0.0,16.707034540859308
7757,ITGBL1,3.882,0.0,16.69913647851727
4521,DRD5,3.882,0.0,16.69913647851727
14513,SGCZ,3.879,0.0,16.69123841617523
9124,MAP3K10,3.877,0.0,16.685973041280537
6015,GALNT17,3.876,0.0,16.675442291491155
16454,TIGD4,3.876,0.0,16.675442291491155
3999,DCAF12L1,3.876,0.0,16.675442291491155
2971,CGB1,3.8755,0.1916259377015543,16.66491154170177
1217,ATP10B,3.87,0.0,16.659646166807075
6681,GSX2,3.867,0.0,16.649115417017693
16519,TLR1,3.867,0.0,16.649115417017693
982,ARHGEF39,3.867,0.0,16.649115417017693
18685,ZNF552,3.8649999999999998,0.3365828278447966,16.638584667228308
477,AJAP1,3.863,0.0,16.633319292333614
2140,CAGE1,3.86,0.0,16.625421229991574
7311,ICAM4,3.86,0.0,16.625421229991574
8185,KLHL33,3.858,0.0,16.617523167649537
8187,KLHL35,3.855,0.0,16.612257792754846
4593,DUSP8,3.854,0.0,16.606992417860152
5073,ERVMER34-1,3.853,0.0,16.59382898062342
7667,IQCN,3.853,0.0,16.59382898062342
12936,PSORS1C2,3.853,0.0,16.59382898062342
2948,CFAP94,3.853,0.0,16.59382898062342
8175,KLHL23,3.85,0.0,16.58066554338669
11565,PARP11,3.846,0.0,16.570134793597305
11313,OR6T1,3.846,0.0,16.570134793597305
15630,SSBP4,3.846,0.0,16.570134793597305
6104,GCM2,3.845,0.0,16.55960404380792
17246,TSHR,3.844,0.0,16.554338668913225
18338,ZFP28,3.843,0.0,16.54644060657119
16908,TNKS,3.843,0.0,16.54644060657119
7916,KCNIP1,3.842,0.0,16.53854254422915
18526,ZNF296,3.84,0.0,16.530644481887112
7729,ITGA10,3.84,0.0,16.530644481887112
10189,NBPF10,3.838333333333333,5.997803459045096,16.522746419545072
5979,GADL1,3.837,0.0,16.514848357203032
16813,TMEM95,3.837,0.0,16.514848357203032
7636,INTU,3.835,0.0,16.506950294860996
9113,MAP1LC3C,3.834,0.0,16.5016849199663
7970,KCNV1,3.833,0.0,16.49378685762426
2315,CBY2,3.833,0.0,16.49378685762426
15097,SLITRK2,3.832,0.0,16.485888795282225
7871,KBTBD3,3.831,0.0,16.480623420387534
16839,TMPRSS4,3.829,0.0,16.47535804549284
2933,CFAP47,3.827,0.0,16.470092670598145
8414,L3MBTL1,3.826,0.0,16.46219460825611
7451,IHO1,3.826,0.0,16.46219460825611
15239,SNN,3.824,0.0,16.45429654591407
5122,EVA1C,3.822,0.0,16.44639848357203
13308,RASGRF2,3.822,0.0,16.44639848357203
8778,LRFN1,3.821,0.0,16.438500421229993
15265,SNTG1,3.82,0.0,16.433235046335298
17222,TRPV3,3.818,0.0,16.42533698399326
3067,CHRNB4,3.818,0.0,16.42533698399326
14311,SEC22C,3.816,0.0,16.414806234203873
2786,CDX2,3.816,0.0,16.414806234203873
18075,WNT3A,3.815,0.0,16.406908171861836
16637,TMEM151A,3.813,0.0,16.3990101095198
706,ANKRD33,3.813,0.0,16.3990101095198
14940,SLC38A6,3.811,0.0,16.391112047177756
5861,FSCN2,3.81,0.0,16.38321398483572
1359,B3GALT4,3.81,0.0,16.38321398483572
18507,ZNF273,3.809,0.0,16.375315922493684
2890,CEP89,3.808,0.0,16.367417860151644
9324,MED12L,3.808,0.0,16.367417860151644
16726,TMEM247,3.806,0.0,16.359519797809604
15431,SPATA6,3.805,0.0,16.354254422914913
4726,EFCAB7,3.804,0.0,16.346356360572873
14086,S100A5,3.804,0.0,16.346356360572873
711,ANKRD35,3.802,0.0,16.338458298230833
18959,ZSCAN23,3.801,0.0,16.333192923336142
15832,STYXL2,3.799,0.0,16.325294860994102
3069,CHRNE,3.799,0.0,16.325294860994102
9705,MRGPRX4,3.797,0.0,16.317396798652066
18787,ZNF678,3.795,0.0,16.31213142375737
15912,SYCP1,3.794,0.0,16.306866048862677
1183,ATF6B,3.793,0.0,16.301600673967986
15346,SOX17,3.791,0.0,16.291069924178604
905,AREG,3.791,0.0,16.291069924178604
7065,HMSD,3.791,0.0,16.291069924178604
11626,PCDH11X,3.789,0.0,16.27790648694187
5023,ERBB3,3.789,0.0,16.27790648694187
942,ARHGAP28,3.787,0.0,16.267375737152484
9155,MAPK11,3.787,0.0,16.267375737152484
6250,GLB1L,3.786,0.0,16.259477674810448
16065,TAS2R19,3.785,0.0,16.254212299915753
14879,SLC2A7,3.783,0.0,16.248946925021063
11671,PCDHGA2,3.782,0.0,16.241048862679023
281,ADAMTS6,3.782,0.0,16.241048862679023
18722,ZNF586,3.781,0.0,16.233150800336986
5171,EYA2,3.779,0.0,16.22788542544229
8900,LRTOMT,3.778,0.0,16.219987363100252
5635,FGF3,3.778,0.0,16.219987363100252
303,ADCY2,3.776,0.0,16.212089300758215
4979,EPGN,3.775,0.0,16.206823925863524
18616,ZNF449,3.772,0.0,16.201558550968826
15503,SPNS3,3.77,0.0,16.196293176074136
14579,SHC4,3.769,0.0,16.191027801179445
15869,SUN5,3.768,0.0,16.185762426284754
14550,SH3BP2,3.766,0.0,16.18049705139006
9356,MEGF10,3.765,0.0,16.17259898904802
16457,TIGD7,3.765,0.0,16.17259898904802
13982,RSAD2,3.764,0.0,16.164700926705983
4250,DHX58,3.762,0.0,16.15943555181129
5107,ETNK2,3.757,0.0,16.154170176916598
18247,ZBTB49,3.756,0.0,16.148904802021903
5814,FOXQ1,3.754,0.0,16.143639427127212
4734,EFHC2,3.753,0.0,16.135741364785172
1770,C12orf56,3.753,0.0,16.135741364785172
8587,LGSN,3.752,0.0,16.125210614995787
11675,PCDHGA6,3.752,0.0,16.125210614995787
15435,SPATA9,3.751,0.0,16.117312552653747
1742,C11orf24,3.75,0.0,16.10941449031171
5720,FLT4,3.75,0.0,16.10941449031171
1735,C10orf67,3.749,0.0,16.101516427969674
15788,STRA8,3.745,0.0,16.09361836562763
10606,NPAS4,3.745,0.0,16.09361836562763
3946,CYTL1,3.743,0.0,16.085720303285594
3745,CTCFL,3.742,0.0,16.080454928390903
14527,SGSM1,3.738,0.0,16.07518955349621
5198,FAAH2,3.735,0.0,16.069924178601518
9140,MAP3K9,3.733,0.0,16.064658803706823
14902,SLC35A5,3.728,0.0,16.059393428812132
18740,ZNF610,3.727,0.0,16.054128053917438
1764,C12orf40,3.726,0.0,16.048862679022747
2422,CCDC60,3.723,0.0,16.043597304128056
332,ADGRF4,3.719,0.0,16.03833192923336
14920,SLC35F4,3.718,0.0,16.033066554338667
16013,TAF4B,3.717,0.0,16.027801179443976
11276,OR5M10,3.713,0.0,16.014637742207245
6961,HFM1,3.713,0.0,16.014637742207245
8846,LRRC45,3.713,0.0,16.014637742207245
285,ADAMTSL1,3.713,0.0,16.014637742207245
6530,GPR52,3.711,0.0,16.001474304970515
6110,GCNT4,3.71,0.0,15.996208930075822
10475,NKPD1,3.706,0.0,15.990943555181127
15658,SSX7,3.704,0.0,15.980412805391744
18810,ZNF705A,3.704,0.0,15.980412805391744
9696,MRFAP1L1,3.704,0.0,15.980412805391744
8782,LRFN5,3.703,0.0,15.969882055602358
12644,PRDM12,3.7,0.0,15.964616680707666
2521,CCNJL,3.698,0.0,15.956718618365628
2284,CBFA2T2,3.698,0.0,15.956718618365628
18574,ZNF385C,3.696,0.0,15.948820556023588
8661,LINC01590,3.695,0.0,15.943555181128897
16249,TDRD6,3.691,0.0,15.938289806234204
15231,SNCAIP,3.688,0.0,15.933024431339513
7164,HPS4,3.687,0.0,15.927759056444819
7463,IL10RB,3.6864999999999997,0.028991378028648554,15.922493681550126
7520,IL2RB,3.682,0.0,15.917228306655435
7040,HMCN1,3.681,0.0,15.909330244313393
4920,ENC1,3.681,0.0,15.909330244313393
8865,LRRC70,3.674,0.0,15.901432181971357
14906,SLC35B4,3.67,0.0,15.896166807076664
9985,MXRA5,3.668,0.0,15.883003369839932
5114,ETV3L,3.668,0.0,15.883003369839932
7741,ITGAE,3.668,0.0,15.883003369839932
18586,ZNF410,3.668,0.0,15.883003369839932
18842,ZNF749,3.667,0.0,15.869839932603202
478,AJM1,3.666,0.0,15.864574557708508
5076,ERVW-1,3.665,0.0,15.854043807919124
18974,ZSWIM4,3.665,0.0,15.854043807919124
1410,BAHCC1,3.665,0.0,15.854043807919124
18866,ZNF781,3.66,0.0,15.843513058129737
14752,SLC18B1,3.659,0.0,15.8356149957877
18893,ZNF823,3.659,0.0,15.8356149957877
2320,CC2D2B,3.6585,0.023334523779155854,15.827716933445663
7929,KCNJ3,3.658,0.0,15.822451558550968
8181,KLHL3,3.657,0.0,15.817186183656275
5359,FAM227B,3.655,0.0,15.811920808761585
1892,C1orf185,3.654,0.0,15.806655433866892
2361,CCDC149,3.651,0.0,15.801390058972197
1989,C4orf54,3.65,0.0,15.790859309182814
15686,ST8SIA4,3.65,0.0,15.790859309182814
6554,GPRC6A,3.65,0.0,15.790859309182814
190,ACSM1,3.648,0.0,15.780328559393428
10496,NLK,3.647,0.0,15.77243049705139
18492,ZNF248,3.647,0.0,15.77243049705139
1603,BOC,3.646,0.0,15.764532434709352
6403,GOLGA8T,3.645,0.0,15.759267059814658
1716,BTNL8,3.644,0.0,15.754001684919967
15462,SPEG,3.643,0.0,15.746103622577929
16009,TAF1L,3.643,0.0,15.746103622577929
5536,FBXO47,3.642,0.0,15.738205560235889
7856,KAT6B,3.64,0.0,15.732940185341196
8235,KMT5B,3.639,0.0,15.725042122999158
8838,LRRC39,3.639,0.0,15.725042122999158
11663,PCDHB5,3.638,0.0,15.717144060657118
18394,ZMAT1,3.637,0.0,15.711878685762425
1953,C2orf81,3.634,0.0,15.706613310867734
11779,PDGFD,3.631,0.0,15.696082561078347
4434,DNMT3L,3.631,0.0,15.696082561078347
18965,ZSCAN4,3.631,0.0,15.696082561078347
2972,CGB2,3.6305,0.15485638507985414,15.685551811288963
2213,CAPS2,3.628,0.0,15.680286436394272
8676,LINS1,3.627,0.0,15.675021061499578
7219,HSF4,3.626,0.0,15.661857624262849
18781,ZNF671,3.626,0.0,15.661857624262849
7921,KCNJ11,3.626,0.0,15.661857624262849
7490,IL18RAP,3.626,0.0,15.661857624262849
4862,ELMOD3,3.621,0.0,15.648694187026116
2369,CCDC158,3.615,0.0,15.640796124684078
16248,TDRD5,3.615,0.0,15.640796124684078
18281,ZCCHC12,3.614,0.0,15.632898062342038
703,ANKRD30B,3.61,0.0,15.625
2147,CALCR,3.61,0.0,15.625
2271,CATSPERB,3.608,0.0,15.617101937657962
18677,ZNF543,3.607,0.0,15.611836562763267
8560,LETM2,3.604,0.0,15.606571187868576
11442,P2RX3,3.603,0.0,15.601305812973884
1487,BCL9,3.599,0.0,15.596040438079193
13126,RAB11FIP3,3.598,0.0,15.590775063184498
2267,CATSPER1,3.597,0.0,15.585509688289806
16599,TMEM117,3.594,0.0,15.580244313395115
9482,MICALCL,3.592,0.0,15.572346251053077
5102,ETFBKMT,3.592,0.0,15.572346251053077
6614,GRIP1,3.591,0.0,15.56181550126369
18389,ZKSCAN3,3.591,0.0,15.56181550126369
11310,OR6P1,3.588,0.0,15.551284751474306
53,ABCC12,3.588,0.0,15.551284751474306
16429,THSD1,3.587,0.0,15.543386689132266
1334,AUTS2,3.586,0.0,15.538121314237575
254,ADAM21,3.585,0.0,15.532855939342882
13545,RGPD3,3.584,0.0,15.527590564448188
12109,PKDCC,3.583,0.0,15.522325189553495
10524,NME5,3.582,0.0,15.509161752316766
7894,KCND1,3.582,0.0,15.509161752316766
17090,TRHR,3.582,0.0,15.509161752316766
14743,SLC17A4,3.582,0.0,15.509161752316766
13553,RGS11,3.581,0.0,15.495998315080033
11439,OXTR,3.58,0.0,15.488100252737997
9429,MFHAS1,3.58,0.0,15.488100252737997
7960,KCNQ3,3.579,0.0,15.480202190395955
8162,KLHL1,3.578,0.0,15.472304128053919
13531,RFX8,3.578,0.0,15.472304128053919
13537,RGL3,3.577,0.0,15.464406065711877
18508,ZNF274,3.576,0.0,15.453875315922494
5462,FASTK,3.576,0.0,15.453875315922494
16842,TMPRSS7,3.576,0.0,15.453875315922494
11308,OR6N1,3.575,0.0,15.443344566133108
11678,PCDHGA9,3.574,0.0,15.438079191238415
15094,SLIT2,3.571,0.0,15.432813816343725
1347,AXIN2,3.57,0.0,15.427548441449032
18555,ZNF345,3.569,0.0,15.419650379106992
12883,PSKH1,3.569,0.0,15.419650379106992
4678,ECT2L,3.568,0.0,15.411752316764954
10447,NINL,3.567,0.0,15.401221566975568
3062,CHRNA7,3.567,0.0,15.401221566975568
7939,KCNK15,3.567,0.0,15.401221566975568
11573,PARP6,3.566,0.0,15.390690817186185
16843,TMPRSS9,3.565,0.0,15.382792754844147
9132,MAP3K21,3.565,0.0,15.382792754844147
9061,MAGEE2,3.564,0.0,15.374894692502107
2716,CDHR1,3.563,0.0,15.369629317607414
11176,OR4K5,3.56,0.0,15.361731255265376
10095,MZF1,3.56,0.0,15.361731255265376
11057,OR1J1,3.559,0.0,15.353833192923336
5791,FOXI1,3.558,0.0,15.348567818028643
10877,NXPE3,3.557,0.0,15.343302443133952
5841,FRMD4B,3.556,0.0,15.338037068239258
1352,AZIN2,3.554,0.0,15.332771693344565
1835,C18orf63,3.553,0.0,15.327506318449874
11268,OR5J2,3.552,0.0,15.319608256107836
12270,PLSCR5,3.552,0.0,15.319608256107836
17324,TTC29,3.548,0.0,15.311710193765796
9611,MOAP1,3.545,0.0,15.306444818871103
8732,LNX2,3.54,0.0,15.301179443976412
18231,ZBTB32,3.539,0.0,15.295914069081718
845,APOA5,3.538,0.0,15.285383319292334
4018,DCC,3.538,0.0,15.285383319292334
8757,LPAR6,3.538,0.0,15.285383319292334
17921,VSX1,3.534,0.0,15.272219882055602
9926,MTNR1A,3.534,0.0,15.272219882055602
12104,PKD1L1,3.532,0.0,15.261689132266218
11149,OR4C15,3.532,0.0,15.261689132266218
6523,GPR37,3.53,0.0,15.248525695029485
4915,EMX2,3.53,0.0,15.248525695029485
8699,LMAN1L,3.53,0.0,15.248525695029485
14986,SLC4A11,3.528,0.0,15.237994945240102
1626,BPIFA3,3.527,0.0,15.232729570345407
18385,ZIM2,3.526,0.0,15.227464195450716
1101,ASAH2B,3.525,0.0,15.219566133108678
3255,CLRN2,3.525,0.0,15.219566133108678
18236,ZBTB39,3.523,0.0,15.211668070766638
952,ARHGAP40,3.522,0.0,15.2037700084246
18838,ZNF74,3.522,0.0,15.2037700084246
6920,HECW2,3.521,0.0,15.195871946082562
4565,DUOXA1,3.52,0.0,15.190606571187868
18588,ZNF415,3.517,0.0,15.185341196293175
5349,FAM217B,3.516,0.0,15.180075821398484
18428,ZNF134,3.515,0.0,15.174810446503791
16166,TBX20,3.514,0.0,15.164279696714406
14841,SLC25A53,3.514,0.0,15.164279696714406
8014,KDM7A,3.514,0.0,15.164279696714406
14363,SEMA4G,3.513,0.0,15.153748946925022
748,ANO2,3.512,0.0,15.145850884582982
17691,USH1C,3.512,0.0,15.145850884582982
2660,CDC25A,3.511,0.0,15.135320134793599
9574,MMEL1,3.511,0.0,15.135320134793599
1590,BMPR1A,3.509,0.0,15.127422072451557
5316,FAM184A,3.508,0.0,15.122156697556866
14555,SH3D21,3.507,0.0,15.116891322662173
2067,C9orf57,3.506,0.0,15.108993260320137
162,ACOT4,3.506,0.0,15.108993260320137
3348,CNTLN,3.505,0.0,15.101095197978095
15913,SYCP2,3.504,0.0,15.095829823083404
14668,SIX3,3.502,0.0,15.090564448188712
2428,CCDC68,3.501,0.0,15.085299073294017
1657,BRINP1,3.5,0.0,15.074768323504633
5790,FOXH1,3.5,0.0,15.074768323504633
6051,GAS2L2,3.5,0.0,15.074768323504633
1914,C20orf194,3.499,0.0,15.0616048862679
11275,OR5M1,3.499,0.0,15.0616048862679
13737,RNF180,3.498,0.0,15.051074136478517
11683,PCDHGB6,3.498,0.0,15.051074136478517
4020,DCDC1,3.497,0.0,15.03527801179444
18738,ZNF608,3.497,0.0,15.03527801179444
13995,RSPH4A,3.497,0.0,15.03527801179444
11910,PGBD2,3.497,0.0,15.03527801179444
11680,PCDHGB2,3.496,0.0,15.022114574557706
17205,TRPC4,3.494,0.0,15.008951137320977
17201,TROAP,3.494,0.0,15.008951137320977
7715,ISL2,3.494,0.0,15.008951137320977
18643,ZNF496,3.494,0.0,15.008951137320977
2047,C8orf76,3.493,0.0,14.9931550126369
18376,ZHX1-C8orf76,3.493,0.0,14.9931550126369
11478,PABPN1L,3.492,0.0,14.985256950294861
2417,CCDC54,3.49,0.0,14.979991575400167
16027,TAFA5,3.488,0.0,14.974726200505476
14736,SLC16A6,3.487,0.0,14.969460825610783
10087,MYRF,3.486,0.0,14.964195450716092
14778,SLC22A24,3.483,0.0,14.958930075821398
5373,FAM25E,3.481,0.0,14.95103201347936
8771,LRATD1,3.481,0.0,14.95103201347936
15716,STARD9,3.48,0.0,14.943133951137321
6154,GFI1,3.479,0.0,14.937868576242627
12445,POTEM,3.478,0.0,14.929970513900589
4366,DNAI3,3.478,0.0,14.929970513900589
5266,FAM149B1,3.477,0.0,14.922072451558552
17230,TSBP1,3.475,0.0,14.91417438921651
18441,ZNF157,3.475,0.0,14.91417438921651
2113,CACNA1I,3.474,0.0,14.906276326874474
2104,CACHD1,3.472,0.0,14.898378264532436
1056,ARNT2,3.472,0.0,14.898378264532436
330,ADGRF2,3.471,0.0,14.890480202190396
9291,MCTP1,3.47,0.0,14.885214827295703
6483,GPR142,3.468,0.0,14.877316764953665
1194,ATG16L2,3.468,0.0,14.877316764953665
18227,ZBTB24,3.466,0.0,14.869418702611625
1683,BSX,3.461,0.0,14.864153327716934
2571,CD164L2,3.459,0.0,14.858887952822242
13728,RNF157,3.457,0.0,14.850989890480202
1775,C12orf71,3.457,0.0,14.850989890480202
5917,FYB2,3.456,0.0,14.843091828138164
11827,PDZD9,3.453,0.0,14.837826453243471
16149,TBKBP1,3.452,0.0,14.829928390901431
13331,RAX2,3.452,0.0,14.829928390901431
7914,KCNH7,3.45,0.0,14.816764953664702
343,ADGRL3,3.45,0.0,14.816764953664702
13699,RNF111,3.45,0.0,14.816764953664702
18505,ZNF267,3.448,0.0,14.806234203875315
1929,C22orf46,3.446,0.0,14.798336141533278
2412,CCDC40,3.446,0.0,14.798336141533278
16263,TECTA,3.445,0.0,14.787805391743891
5782,FOXD4L4,3.445,0.0,14.787805391743891
1009,ARL14EPL,3.444,0.0,14.777274641954508
1894,C1orf194,3.444,0.0,14.777274641954508
2099,CABP5,3.443,0.0,14.769376579612468
11027,OR12D3,3.442,0.0,14.764111204717775
5414,FAM83A,3.441,0.0,14.756213142375737
11065,OR1L8,3.441,0.0,14.756213142375737
5450,FANK1,3.44,0.0,14.748315080033697
5137,EXD3,3.439,0.0,14.743049705139006
2169,CAMK1G,3.438,0.0,14.737784330244313
6231,GJB5,3.436,0.0,14.729886267902275
11714,PCOLCE2,3.436,0.0,14.729886267902275
3046,CHRD,3.434,0.0,14.716722830665544
4196,DGAT2L6,3.434,0.0,14.716722830665544
7427,IGFN1,3.434,0.0,14.716722830665544
18553,ZNF341,3.431,0.0,14.706192080876157
8057,KIAA1614,3.426,0.0,14.700926705981466
17225,TRPV6,3.423,0.0,14.695661331086773
12040,PIGZ,3.421,0.0,14.69039595619208
3384,COL11A1,3.42,0.0,14.68249789385004
4024,DCHS1,3.42,0.0,14.68249789385004
18298,ZDHHC11B,3.419,0.0,14.674599831508003
17635,UNC5C,3.417,0.0,14.669334456613312
7926,KCNJ16,3.416,0.0,14.661436394271272
10779,NTNG2,3.416,0.0,14.661436394271272
12468,PPARD,3.415,0.0,14.653538331929234
10696,NR5A2,3.414,0.0,14.648272957034541
4660,EBPL,3.412,0.0,14.640374894692501
5924,FZD3,3.412,0.0,14.640374894692501
15766,STKLD1,3.411,0.0,14.632476832350463
12984,PTH1R,3.41,0.0,14.627211457455772
17028,TPSG1,3.408,0.0,14.619313395113732
8586,LGR6,3.408,0.0,14.619313395113732
15082,SLCO6A1,3.406,0.0,14.611415332771694
1109,ASB13,3.405,0.0,14.606149957877001
272,ADAMTS16,3.404,0.0,14.600884582982307
3071,CHST1,3.401,0.0,14.592986520640268
6627,GRM5,3.401,0.0,14.592986520640268
17782,UTS2B,3.4,0.0,14.57982308340354
3647,CRYBG2,3.4,0.0,14.57982308340354
5718,FLT3,3.4,0.0,14.57982308340354
10674,NR0B1,3.399,0.0,14.564026958719461
4527,DRP2,3.399,0.0,14.564026958719461
323,ADGRD1,3.399,0.0,14.564026958719461
6108,GCNT2,3.398,0.0,14.553496208930076
753,ANO7,3.397,0.0,14.548230834035383
18776,ZNF665,3.395,0.0,14.542965459140692
18559,ZNF350,3.394,0.0,14.53506739679865
13034,PTPRQ,3.394,0.0,14.53506739679865
2940,CFAP65,3.393,0.0,14.524536647009267
6441,GPATCH3,3.393,0.0,14.524536647009267
7585,INKA2,3.389,0.0,14.508740522325189
14862,SLC28A3,3.389,0.0,14.508740522325189
15902,SWI5,3.389,0.0,14.508740522325189
3305,CNGA3,3.389,0.0,14.508740522325189
8852,LRRC52,3.386,0.0,14.49557708508846
15310,SOCS4,3.385,0.0,14.482413647851727
12826,PRRT4,3.385,0.0,14.482413647851727
16569,TMCO5A,3.385,0.0,14.482413647851727
9450,MFSD6L,3.385,0.0,14.482413647851727
291,ADAP2,3.384,0.0,14.466617523167649
18347,ZFP62,3.384,0.0,14.466617523167649
1886,C1orf147,3.383,0.0,14.45871946082561
15052,SLC8A3,3.381,0.0,14.45345408593092
18647,ZNF502,3.38,0.0,14.448188711036225
7181,HROB,3.379,0.0,14.442923336141533
15676,ST6GALNAC2,3.373,0.0,14.437657961246842
5846,FRMPD1,3.371,0.0,14.43239258635215
5517,FBXO27,3.366,0.0,14.427127211457455
7911,KCNH4,3.365,0.0,14.421861836562764
3518,CPA6,3.364,0.0,14.413963774220726
16531,TLX3,3.364,0.0,14.413963774220726
3586,CREB3L1,3.363,0.0,14.400800336983993
7384,IFNLR1,3.363,0.0,14.400800336983993
11297,OR6C6,3.363,0.0,14.400800336983993
8217,KLRC1,3.362,0.0,14.39026958719461
13000,PTPDC1,3.361,0.0,14.385004212299915
12779,PRR13,3.36,0.0,14.377106149957877
12793,PRR23A,3.36,0.0,14.377106149957877
11158,OR4D2,3.359,0.0,14.36920808761584
3400,COL24A1,3.358,0.0,14.363942712721144
11681,PCDHGB3,3.357,0.0,14.358677337826453
7119,HOXA7,3.355,0.0,14.353411962931762
17282,TSPOAP1,3.352,0.0,14.34814658803707
5812,FOXP3,3.351,0.0,14.342881213142375
10393,NFE2L1,3.35,0.0,14.337615838247682
3606,CRIP3,3.349,0.0,14.327085088458299
11387,OSGIN1,3.349,0.0,14.327085088458299
3627,CRPPA,3.349,0.0,14.327085088458299
15684,ST8SIA2,3.348,0.0,14.316554338668913
14806,SLC25A2,3.347,0.0,14.31128896377422
6225,GJA5,3.345,0.0,14.30602358887953
17612,ULBP1,3.341,0.0,14.29812552653749
5016,EPYC,3.341,0.0,14.29812552653749
13612,RHPN1,3.34,0.0,14.290227464195452
14482,SFI1,3.339,0.0,14.279696714406064
18768,ZNF653,3.339,0.0,14.279696714406064
11330,OR8B3,3.339,0.0,14.279696714406064
17157,TRIM69,3.337,0.0,14.26916596461668
18042,WFDC11,3.336,0.0,14.26390058972199
7933,KCNJ8,3.335,0.0,14.253369839932603
15266,SNTG2,3.335,0.0,14.253369839932603
10785,NTSR1,3.335,0.0,14.253369839932603
17365,TTLL9,3.332,0.0,14.24283909014322
15336,SOWAHB,3.331,0.0,14.237573715248525
14993,SLC4A8,3.33,0.0,14.229675652906487
4302,DLGAP2,3.33,0.0,14.229675652906487
3242,CLNK,3.329,0.0,14.22177759056445
672,ANKLE1,3.328,0.0,14.211246840775063
11034,OR13C9,3.328,0.0,14.211246840775063
11225,OR52I2,3.328,0.0,14.211246840775063
89,ABHD18,3.327,0.0,14.20071609098568
18090,WSB1,3.326,0.0,14.195450716090985
8682,LIPH,3.325,0.0,14.190185341196294
15235,SNED1,3.323,0.0,14.182287278854256
3475,CORIN,3.323,0.0,14.182287278854256
14164,SAXO1,3.322,0.0,14.174389216512214
18506,ZNF268,3.321,1.4234085850520926,14.166491154170178
12308,PNLDC1,3.321,0.0,14.166491154170178
85,ABHD16B,3.318,0.0,14.15859309182814
16064,TAS2R16,3.317,0.0,14.1506950294861
16941,TOGARAM2,3.317,0.0,14.1506950294861
4655,EBF4,3.316,0.0,14.140164279696716
2821,CELF3,3.316,0.0,14.140164279696716
